V1,StartDate,EndDate,_v1,RecordedDate,ResponseId,qmetadata_Browser,qmetadata_Version,_v2,qmetadata_Resolution,follow,reg1,votemail1a,votemail1b,votecount,votemail2,voterid1,voterid2,turnout16a,turnout16a1,turnout16b,vote16,hopeful,afraid,outraged,angry,happy,worried,proud,irritated,nervous,meeting,moneyorg,protest,online,persuade,button,moneycand,argument,particip_none,talk1,talk2,talk3,fttrump1,ftobama1,ftbiden1,ftwarren1,ftsanders1,ftbuttigieg1,ftharris1,ftklobuchar1,ftpence1,ftyang1,ftpelosi1,ftrubio1,ftocasioc1,fthaley1,ftthomas1,ftfauci1,ftblack,ftwhite,fthisp,ftasian,ftillegal,ftfeminists,ftmetoo,fttransppl,ftsocialists,ftcapitalists,ftbigbusiness,ftlaborunions,ftrepublicanparty,ftdemocraticparty,primaryvote,vote20jb,vote20bs,cvote2020,apppres7,frnpres7,immpres7,econpres7,covidpres7,healthcarepres7,check,dtleader1,dtleader2,dtcares,dtdignif,dthonest,dtauth,dtdiv,dtknow,jbleader1,jbleader2,jbcares,jbdignif,jbhonest,jbauth,jbdiv,jbknow,bsleader1,bsleader2,bscares,bsdignif,bshonest,bsauth,bsdiv,bsknow,econnow,finworry,confecon,taxecon,billtax1,billtax2,richpoor2,guarinc1,guarinc2,lcself,lcd,lcr,freemkt1a,freemkt1b,freemkt2,freemkt3,govsize1a,govsize1b,govsize2,govsize3,regulate1,regulate2,ineqinc1a,strpres1a,strpres1b,mutual,leastgrp,tol_rally,tol_pres,tol_teach,antirelig1,antirelig2,racist1,racist2,immignum,wall7,pathway,return,open,affact,hlthcare1,hlthcare2,covid1,covid2,covid_elect,abort1,abort_imp,abort2,gayadopt,transmilit1a,transmilit1b,harass,freecol1,freecol2,loans1,loans2,diversity7,experts,science,exphelp,excessive,compro1,compro2,pcorrect,selfcensor,childrear1,childrear2,childrear3,childrear4,rural2,rural3,rural4,mis_covid1,conf_covid1,mis_covid2,conf_covid2,impeach1,impeach2,pid1r,pid2r,pidstr,pidlean,pidstr1,pidstr2,pidstr3,rr1,rr2,rr3,rr4,health1,relig1,relig1_11_TEXT,relig2a,relig2b,att1,att2,att3,fundmt1,fundmt2,socmed_1,socmed_2,socmed_3,socmed_4,socmed_5,socmed_6,socmed_7,socmed_8,socmed_9,facebook1,twitter1,impact1,impact2,impact3,impact4,impact5,impact6,impact7,impact8,impact9,ethnic1,ethnic2,ethnic3,latin1,race1a_1,race1a_2,race1a_3,race1a_4,race1a_5,race1b_1,race1b_2,race1b_3,race1b_4,race1b_5,groupid1a_lat,groupid2a_lat,groupid3a_lat,groupid1a_whi,groupid1a_bla,groupid1a_nat,groupid1a_asi,groupid1a_hpi,groupid2a_whi,groupid2a_bla,groupid2a_nat,groupid2a_asi,groupid2a_hpi,groupid3a_whi,groupid3a_bla,groupid3a_nat,groupid3a_asi,groupid3a_hpi,groupid1b_lat,groupid2b_lat,groupid3b_lat,groupid1b_whi,groupid1b_bla,groupid1b_nat,groupid1b_asi,groupid1b_hpi,groupid2b_whi,groupid2b_bla,groupid2b_nat,groupid2b_asi,groupid2b_hpi,groupid3b_whi,groupid3b_bla,groupid3b_nat,groupid3b_asi,groupid3b_hpi,whitejob,femid1a,femid1b,femid2_fem,femid2_anti,femid2_nei,knowtran1,knowtran2_1,knowtran2_2,knowtran2_3,knowtran2_4,knowtran2_5,knowtran2_6,knowgay1,knowgay2_1,knowgay2_2,knowgay2_3,knowgay2_4,knowgay2_5,knowgay2_6,stress1,stress2,stress3,stress4,depress1,depress2,depress3,depress4,depress5,callout1,speech1,forgive1a,forgive1b,callout2,speech2,forgive2a,forgive2b,divmoral,forgive3,moralsup1,duepro3,moralcert3,forgive5,intelsup1,moralcert1,duepro4,moralcert6,forgive4,moralcert2,duepro1,callout3a,callout3b,moralsup2,duepro2,intelsup2,duepro5,moralcert4,forgive6,moralcert5,link_bla,link_his,link_asi,link_whi,link_hpi,link_nat,selfmon1,selfmon2,selfmon3,selfmon4,selfmon5,selfmon6,inc_anes,inc_cps,inc_cpsmod,home_anes,home_cps,viol3_dems,viol3_reps,viol3_both,viol1,viol2a,viol2b,exptravel_ever,exphomesch,expconvert,expholiday,expshark,exparrest,exppubasst,expfight,expavoid,callout_social,callout_person,expknowimmig,expbuyus,expretire,expknowpris,birthyr,sex,educ,state,children,marital1,marital2,citizen1,citizen2,geer1896,admit,mauga,pk_cjus,pk_germ,pk_sen,pk_spend,whites_1,whites_2,whites_3,whites_4,whites_5,whites_6,whites_7,blacks_1,blacks_2,blacks_3,blacks_4,blacks_5,blacks_6,blacks_7,hisp_1,hisp_2,hisp_3,hisp_4,hisp_5,hisp_6,hisp_7,asians_1,asians_2,asians_3,asians_4,asians_5,asians_6,asians_7,survexp1,survexp2,dejavu,serious,form,INSTRUCTION_GROUP,FEEDBACK_GROUP,XGOVT,XFORGIVE,XCONTACT,RAND_INC,surv_comp,USIPAddress,age,home_ownership,income,vote20turnoutjb,particip_count,pk_mauga_correct,pk_germ_correct,pk_cjus_correct,pk_sen_correct,pk_spend_correct,pk_cjus_correctb,pk_index,pidstr1_dr,pidstr1_ind,pidstr2_dr,pidstr2_ind,pidstr3_dr,pidstr3_ind,pid7,pid7str,hispanic,hispanic_white,nonhispanic_white,hispanicr,race1_white,race1_black,race1_namer,race1_asian,race1_hpi,rr_scale,white,black,namer,asian,hpi,mixed,race7,vidx,vidknow
442,"4/15/2020 21:56","4/15/2020 22:30",1986,"4/15/2020 22:30","R_3kE1ee8qK8Tot7r","Chrome","80.0.3987.149","Windows NT 10.0","1536x864",2,3,88,3,4,2,3,7,8,8,2,4,2,3,3,3,1,4,1,4,4,0,0,0,1,0,0,0,1,0,3,1,2,40,50,30,40,20,50,60,50,30,50,30,50,50,60,50,60,70,70,70,60,30,80,90,70,0,70,70,70,60,40,3,4,4,2,6,6,3,6,88,6,5,88,5,5,4,5,5,5,5,88,4,5,2,5,5,5,4,88,5,5,5,5,5,5,5,5,4,4,5,88,4,3,88,5,5,3,7,8,8,66,2,8,8,66,6,88,3,3,88,7,2,88,88,88,88,8,8,8,8,3,4,3,4,4,3,6,2,2,2,2,3,3,6,1,8,1,8,88,5,88,6,3,4,4,4,2,1,3,8,8,1,1,2,2,4,6,6,2,4,1,4,1,7,3,66,6,1,2,3,2,3,3,2,4,1,12,"",8,3,2,6,6,2,6,1,1,1,1,1,0,0,0,0,5,7,4,4,3,4,3,5,2,3,5,"888. NA: Form 2","Mixed",999,2,8,8,8,8,8,1,0,0,1,0,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,6,6,6,2,6,6,1,6,2,6,6,4,6,4,6,6,4,6,2,8,1,3,6,6,2,0,0,0,0,0,0,1,0,0,0,0,0,1,2,2,3,2,2,3,1,1,2,8,8,88,88,8,8,88,88,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,6,6,3,1,6,6,1,3,3,2,2,1,66,17,66,8,2,2,6,6,4,8,1,1,2,1,1,2,2,2,2,2,2,1,1,2,2,2,2002,2,3,5,0,5,2,8,1,2003,6,"senator","senator","chancellor",2,2,4,5,4,3,4,4,4,4,5,4,3,5,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0,2,0,5,2,2,0,2,2,1,2,3,1,18,1,17,0,2,0,1,0,0,0,0,.25,6,2,6,3,6,2,3,1,0,0,1,9,1,0,0,1,0,6,0,0,0,0,0,1,4,0,0
671,"4/16/2020 6:56","4/16/2020 7:38",2552,"4/16/2020 7:38","R_3DiOVEEV8mePaN0","Chrome","80.0.3987.163","Windows NT 10.0","1536x864",1,3,88,7,3,3,3,7,8,8,2,4,2,5,2,2,2,5,1,3,5,0,0,0,0,0,0,0,0,1,4,5,4,80,50,50,50,55,40,50,50,60,50,60,40,60,999,999,80,50,50,30,50,20,20,999,20,999,999,50,30,75,60,3,4,4,4,3,4,3,2,88,4,5,88,3,3,3,3,3,3,3,88,5,5,5,5,5,5,4,88,3,3,3,3,3,3,3,5,3,3,4,88,5,2,88,1,5,1,7,8,8,66,4,8,8,66,5,88,3,1,88,5,2,88,88,88,88,8,8,8,8,6,1,5,1,5,5,3,5,1,4,4,2,1,2,6,8,4,8,88,5,88,5,3,4,2,4,2,1,2,8,8,2,2,1,2,4,4,4,1,5,1,3,7,1,3,66,6,1,4,1,1,5,1,1,5,2,10,"",8,6,2,6,6,6,6,1,1,1,1,1,0,0,0,0,7,7,4,4,5,3,4,4,3,5,5,"888. NA: Form 2","African American",999,2,8,8,8,8,8,0,1,0,0,0,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,6,6,6,6,2,6,6,6,6,4,6,6,6,6,4,6,6,6,6,8,3,6,6,2,2,0,0,0,0,0,0,2,0,0,0,0,0,0,3,3,4,2,4,4,4,5,3,8,8,88,88,8,8,88,88,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,3,6,6,6,6,6,5,5,1,5,5,5,66,66,5,8,2,2,6,6,5,8,1,2,2,1,2,2,1,1,1,2,2,2,2,2,2,1,1985,1,2,10,0,5,2,8,1,1896,6,"lieutenant governor of american samoa","chief justice of the united states","chancellor of germany",6,4,4,5,5,5,4,5,4,7,4,5,4,6,6,4,6,2,7,6,6,6,5,4,1,1,4,2,2,6,32,21,0,5,2,0,0,2,2,2,3,3,1,34,1,5,0,0,1,1,1,1,0,1,.75,6,4,6,1,6,1,3,1,0,0,0,9,0,1,0,0,0,0,0,1,0,0,0,0,2,0,0
1358,"4/11/2020 18:53","4/11/2020 19:57",3854,"4/11/2020 19:57","R_1jdjPuJLbzIghrn","Chrome","81.0.4044.96","Android 9","360x720",1,1,88,5,2,4,3,7,8,8,2,4,2,3,4,4,1,3,1,3,4,0,0,0,1,1,0,0,1,0,1,5,5,5,85,40,45,90,50,50,65,10,45,55,30,55,50,45,65,85,85,85,85,60,80,75,70,60,40,5,55,15,85,2,2,2,1,7,6,6,7,88,7,5,88,5,1,5,5,5,2,5,88,4,4,3,4,5,4,4,88,2,1,2,1,2,5,1,5,4,4,7,88,1,1,88,3,2,3,7,8,8,66,5,8,8,66,3,88,3,1,88,4,2,88,88,88,88,8,8,8,8,4,5,3,2,3,3,1,3,2,2,2,4,3,6,2,8,3,8,88,3,88,2,3,4,3,2,4,1,2,8,8,2,1,2,1,4,4,4,1,4,1,3,1,7,2,66,1,6,2,4,3,3,2,2,2,2,10,"",8,6,2,6,6,6,6,1,1,1,0,1,0,0,1,0,4,5,5,3,3,4,4,4,2,4,4,"888. NA: Form 2","Scottish",999,2,8,8,8,8,8,1,0,0,0,0,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,6,6,6,3,6,6,6,6,4,6,6,6,6,4,6,6,6,6,2,8,1,4,6,6,1,0,0,0,0,0,1,1,1,0,0,0,1,1,3,3,4,3,3,4,3,3,2,8,8,88,88,8,8,88,88,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,6,6,6,2,6,6,4,4,3,4,4,4,66,66,7,8,2,6,2,6,5,8,1,1,2,2,2,2,1,1,1,1,2,1,1,1,2,2,1971,1,4,23,0,5,2,8,1,9999,6,"","","",4,4,3,3,3,2,4,3,2,4,4,3,5,5,3,4,4,2,3,4,3,3,4,3,2,2,5,3,3,5,20,8,0,5,2,0,0,2,1,1,3,1,1,48,1,7,1,3,0,0,0,0,0,0,0,2,6,4,6,3,6,7,3,0,0,1,9,1,0,0,0,0,7,1,0,0,0,0,0,1,0,0
2580,"4/14/2020 14:19","4/14/2020 14:53",2052,"4/14/2020 14:53","R_1Cl6eQnLZv3NwBo","Chrome","80.0.3987.162","wv","360x640",4,3,88,2,3,3,1,1,8,8,2,4,1,2,1,1,1,2,1,2,2,0,0,0,0,0,0,0,0,1,0,4,4,0,60,50,0,0,0,0,0,0,0,0,0,0,0,0,0,50,50,50,50,50,50,50,50,50,50,50,50,50,50,3,2,4,4,6,5,5,5,88,5,5,88,5,5,5,5,5,5,5,88,4,4,4,4,4,4,4,88,5,5,5,5,5,5,5,3,2,2,4,88,4,4,88,4,3,4,6,8,8,66,4,8,8,66,4,88,4,4,88,4,3,88,88,88,88,8,8,8,8,4,4,3,3,3,4,4,2,5,5,2,4,5,4,4,8,4,8,88,4,88,4,4,3,3,2,3,1,4,8,8,2,2,2,1,5,5,5,2,1,2,5,1,7,2,66,2,6,5,1,1,3,3,3,3,3,10,"",8,6,2,6,6,6,6,1,0,0,0,0,0,0,0,0,4,66,4,4,5,5,5,5,5,5,5,"888. NA: Form 2","Irish",999,2,8,8,8,8,8,1,0,0,0,0,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,6,6,6,4,6,6,6,6,3,6,6,6,6,3,6,6,6,6,2,8,3,6,6,5,2,0,0,0,0,0,0,2,0,0,0,0,0,0,5,1,4,3,4,4,5,5,5,8,8,88,88,8,8,88,88,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,6,6,6,3,6,6,3,5,5,5,2,3,66,66,2,8,2,6,3,6,5,8,1,2,2,2,2,2,1,1,2,2,2,2,2,2,2,1,1970,1,2,22,0,4,2,8,1,1902,6,"idk","idk","idk",5,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,0,5,2,1,0,2,1,2,3,2,0,49,1,2,1,0,0,0,0,0,0,0,0,5,6,1,6,1,6,6,2,0,0,1,9,1,0,0,0,0,8,1,0,0,0,0,0,1,3,1
2555,"4/14/2020 16:03","4/14/2020 16:36",1979,"4/14/2020 16:36","R_2TXM3JDAzkDaBQD","Chrome","80.0.3987.162","Android 9","412x846",1,1,88,2,4,1,1,1,8,8,1,1,4,5,3,5,3,4,5,5,4,1,0,0,1,0,0,0,1,0,4,2,1,50,70,60,65,60,60,60,65,60,50,60,40,60,60,60,60,70,60,50,50,50,50,60,60,60,50,50,50,60,50,1,2,2,2,4,6,6,3,88,2,5,88,3,4,3,2,3,3,3,88,1,2,3,3,3,2,3,88,2,2,1,3,2,2,3,2,4,4,1,88,2,2,88,2,4,3,5,8,8,66,2,8,8,66,4,88,3,2,88,3,2,88,88,88,88,8,8,8,8,2,5,1,3,4,1,2,2,1,1,2,1,2,2,6,8,5,8,88,5,88,4,2,4,4,4,4,1,3,8,8,2,2,1,2,2,4,4,1,3,2,4,1,5,3,66,6,3,3,4,3,1,1,1,3,4,6,"",8,6,1,2,6,2,6,1,1,1,0,1,1,1,0,0,1,2,3,4,2,3,2,4,4,4,5,"888. NA: Form 2","Nigerian, Caucasian",999,2,8,8,8,8,8,1,1,0,0,0,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,6,6,6,2,1,6,6,6,2,1,6,6,6,2,1,6,6,6,2,8,1,2,6,6,2,0,0,0,0,0,0,2,0,0,0,0,0,0,3,3,2,4,3,4,3,3,2,8,8,88,88,8,8,88,88,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,1,6,6,1,6,6,2,3,3,3,3,2,66,66,2,8,1,6,6,2,3,8,3,1,2,2,1,2,2,1,2,2,2,1,1,1,1,2,1978,2,5,32,2,1,6,8,1,1896,6,"governor","governor","chancellor",6,2,3,4,3,4,3,3,5,1,1,1,3,3,1,2,3,4,4,2,3,4,4,5,4,4,4,5,4,4,1,4,3,4,2,2,0,2,2,2,3,2,0,41,2,2,1,3,0,1,0,1,0,0,.5,6,3,6,4,6,3,4,0,0,0,1,9,1,1,0,0,0,6,0,0,0,0,0,1,4,3,0
692,"4/15/2020 21:13","4/15/2020 21:57",2647,"4/15/2020 21:57","R_2ZKZHPthWvmcewM","Safari iPhone","13.0.5","iPhone","375x667",2,1,88,5,2,3,1,1,8,8,1,1,3,3,2,3,3,4,4,3,4,0,0,0,1,0,0,0,0,0,7,6,6,70,0,0,0,0,0,0,0,90,10,0,60,0,90,90,90,95,95,95,95,30,50,50,40,0,60,60,70,90,0,2,1,1,2,2,3,1,2,88,2,5,88,2,2,3,2,3,3,2,88,5,5,5,5,5,2,5,88,5,5,5,5,5,1,5,5,1,4,1,88,5,5,88,7,7,1,7,8,8,4,66,8,8,4,66,88,5,6,88,6,1,88,88,88,88,8,8,8,8,7,1,3,3,5,3,7,1,3,2,2,3,2,3,4,8,6,8,88,7,88,6,2,2,4,2,2,2,3,8,8,2,2,1,1,4,5,6,2,2,2,4,7,1,1,66,1,6,2,3,3,3,3,4,3,5,11,"Christian",8,6,1,1,1,2,6,1,0,1,0,0,0,0,0,0,1,66,7,1,5,2,4,4,2,3,3,"888. NA: Form 2","Norwegian",999,2,8,8,8,8,8,1,0,0,0,0,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,6,6,6,4,6,6,6,6,2,6,6,6,6,2,6,6,6,6,2,8,3,6,6,4,2,0,0,0,0,0,0,1,0,1,0,0,0,0,4,2,2,4,4,3,3,4,4,8,8,88,88,8,8,88,88,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,6,6,6,2,6,6,3,4,4,5,4,4,66,14,66,8,1,4,6,6,5,8,1,2,2,2,2,2,2,2,2,1,2,2,1,2,1,2,1958,2,5,10,0,1,6,8,1,2016,5,"president","chief justice if supreme court","german chancellor",6,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,2,3,3,20,29,0,5,2,2,1,1,1,1,2,3,1,61,2,14,1,1,0,1,1,1,0,1,.75,2,6,3,6,3,6,1,3,0,0,1,9,1,0,0,0,0,9,1,0,0,0,0,0,1,3,1
687,"4/15/2020 15:44","4/15/2020 16:28",2621,"4/15/2020 16:28","R_2EFP6NMcmBdTCFR","Chrome","78.0.3904.108","Linux x86_64","1920x1080",1,1,88,7,3,4,2,7,8,8,1,1,3,2,1,1,3,3,4,2,1,0,0,0,0,0,0,0,0,1,0,3,6,100,0,0,0,0,10,0,999,100,999,0,15,0,999,999,999,100,100,100,100,0,30,999,5,1,3,5,8,80,2,2,1,1,2,2,1,1,2,88,2,5,88,1,1,1,1,1,3,1,88,5,5,5,5,5,5,5,88,5,5,5,5,5,5,5,1,2,2,1,88,4,1,88,7,7,1,6,8,8,66,4,8,8,66,1,88,5,4,88,5,2,88,88,88,88,8,8,8,8,5,1,3,4,5,4,7,2,3,2,2,2,3,4,7,8,4,8,88,7,88,7,4,3,2,2,2,1,3,8,8,2,2,1,1,5,5,4,1,2,2,3,7,1,1,66,1,6,4,3,3,1,2,4,2,3,1,"",8,6,2,6,6,2,6,1,1,0,0,0,0,0,0,0,3,3,3,5,5,5,4,5,4,5,5,"888. NA: Form 2","white",999,2,8,8,8,8,8,1,0,0,0,0,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,6,6,6,5,6,6,6,6,5,6,6,6,6,3,6,6,6,6,3,8,3,6,6,2,2,0,0,0,0,0,0,2,0,0,0,0,0,0,4,3,4,4,5,4,3,4,5,8,8,88,88,8,8,88,88,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,6,6,6,2,6,6,2,5,3,5,3,2,66,6,66,8,1,4,6,6,4,8,1,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1936,2,4,51,0,1,6,8,1,1970,6,"do not know","don;t know","do not know",4,4,2,2,4,2,3,3,5,3,4,3,3,4,4,3,4,4,3,3,3,2,3,3,4,4,3,3,3,3,6,4,0,5,2,1,0,2,2,1,2,3,1,83,2,6,1,0,0,0,0,0,0,0,0,4,6,3,6,3,6,1,3,0,0,1,9,1,0,0,0,0,11,1,0,0,0,0,0,1,1,1
2991,"4/12/2020 11:57","4/12/2020 13:16",4699,"4/12/2020 13:16","R_22nA91npNVjBLb0","Chrome","81.0.4044.96","Android 9","360x780",2,3,88,1,2,1,1,3,8,8,2,4,1,4,2,1,3,5,1,2,4,0,0,1,1,0,0,0,1,0,0,4,1,0,99,76,67,54,58,72,72,52,78,91,10,100,88,62,72,12,50,100,0,8,0,100,0,100,0,100,0,72,0,2,2,3,3,5,4,5,4,88,3,4,88,5,5,4,5,4,5,5,88,3,2,1,1,4,3,2,88,4,3,2,4,3,2,3,2,2,3,3,88,2,3,88,1,1,2,4,8,8,3,66,8,8,2,66,88,4,2,88,4,3,88,88,88,88,8,8,8,8,3,1,3,4,1,5,6,5,3,1,2,1,5,3,4,8,3,8,88,2,88,5,5,1,3,2,2,2,2,8,8,1,2,1,2,3,2,1,2,2,2,1,4,4,3,66,6,3,3,3,1,2,2,4,1,2,1,"",8,6,2,6,6,1,3,1,1,1,1,1,1,1,0,0,7,7,2,2,3,4,3,3,1,4,2,"888. NA: Form 2","Henry",999,1,8,8,8,8,8,0,1,0,0,0,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,3,3,2,6,3,6,6,6,6,4,6,6,6,6,5,6,6,6,6,8,1,4,6,6,1,0,0,1,0,0,0,2,0,0,0,0,0,0,4,4,5,2,3,4,2,1,3,8,8,88,88,8,8,88,88,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,3,1,6,6,6,6,2,4,4,4,3,1,1,66,66,8,2,6,6,3,1,8,5,1,2,2,1,1,2,1,2,2,1,2,1,1,1,2,2000,1,2,35,1,5,1,8,1,1968,6,"idk","idk","idk",99,4,3,5,3,6,5,3,6,4,5,2,1,5,3,7,3,1,4,2,7,4,2,1,4,4,3,3,5,2,0,0,2,3,2,0,0,1,2,2,1,2,1,19,1,1,1,3,0,0,0,0,0,0,0,6,3,6,3,6,1,4,0,1,0,0,1,0,1,0,0,0,11,0,0,0,0,0,0,5,0,0
1827,"4/15/2020 10:41","4/15/2020 11:15",2038,"4/15/2020 11:15","R_BK4OsBVevlpgLmN","Safari iPhone","13.0.5","iPhone","375x667",1,1,88,3,1,3,1,1,8,8,1,2,2,5,5,5,3,5,1,5,5,0,0,1,0,0,1,1,1,0,2,5,2,0,50,20,10,90,4,4,4,5,30,30,4,47,1,1,80,100,80,100,100,100,100,90,100,80,0,40,90,0,0,1,2,2,1,7,7,7,7,88,6,5,88,5,5,5,5,5,5,5,88,5,4,5,5,5,5,3,88,1,1,1,1,1,1,1,5,2,3,4,88,2,1,88,1,3,1,7,8,8,2,66,8,8,7,66,88,1,1,88,6,2,88,88,88,88,8,8,8,8,3,7,1,5,1,4,1,2,4,1,4,4,1,7,1,8,1,8,88,3,88,2,2,4,5,4,4,1,3,8,8,1,1,2,1,1,2,4,2,5,2,3,1,7,2,66,2,6,4,1,1,4,1,1,5,4,5,"",8,6,2,6,6,2,6,0,1,1,1,1,0,0,0,0,66,1,7,2,1,5,5,1,1,2,4,"888. NA: Form 2","Biracial (Hispanic and Jewish)",999,1,8,8,8,8,8,0,0,0,1,0,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,2,1,2,6,6,6,1,6,6,6,6,3,6,6,6,6,2,6,6,8,3,6,6,2,1,1,0,0,0,1,0,1,0,0,0,1,1,0,1,3,2,2,1,5,4,2,3,8,8,88,88,8,8,88,88,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,6,2,2,6,6,6,1,3,5,3,1,3,66,15,66,8,1,6,5,6,1,8,1,1,2,1,1,2,2,2,1,1,2,1,1,2,1,2,1992,2,5,30,2,1,6,8,1,1973,5,"i don’t even know who that is","he sounds like a governor","isn’t that the girl from mr robot",4,1,6,5,3,1,7,5,2,1,1,1,2,4,1,4,1,1,1,1,1,1,7,1,1,1,5,1,1,5,2,4,0,5,2,2,1,1,1,1,2,1,1,27,2,15,1,4,0,0,0,0,1,0,.25,4,6,1,6,1,6,6,2,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,5,3,0
425,"4/15/2020 20:47","4/15/2020 21:19",1956,"4/15/2020 21:19","R_10BrT1F4x8QzYjZ","Chrome","80.0.3987.163","Macintosh","1440x900",1,1,88,6,4,4,2,7,8,8,1,1,4,2,1,1,4,2,4,1,2,0,0,0,0,0,0,0,0,1,4,1,7,100,0,0,0,0,10,0,999,100,999,0,10,0,999,999,75,75,75,75,75,0,0,0,75,0,80,25,0,80,0,3,1,1,2,1,1,1,1,88,1,5,88,1,2,2,2,2,4,1,88,5,5,4,5,5,4,5,88,5,5,5,5,5,3,5,2,3,4,2,88,4,4,88,7,6,1,5,8,8,66,2,8,8,66,1,88,7,7,88,5,1,88,88,88,88,8,8,8,8,5,1,4,1,4,4,7,2,4,2,2,3,2,3,1,8,4,8,88,7,88,7,2,3,2,3,2,1,3,8,8,2,2,2,1,5,5,5,2,1,2,4,7,1,1,66,1,6,3,4,3,1,4,4,3,4,2,"",8,6,2,6,6,2,6,1,0,1,0,1,1,0,0,0,2,66,4,4,4,4,3,5,4,5,3,"888. NA: Form 2","Italian",999,2,8,8,8,8,8,1,0,0,0,0,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,6,6,6,5,6,6,6,6,2,6,6,6,6,4,6,6,6,6,2,8,3,6,6,3,2,0,0,0,0,0,0,1,1,0,0,0,0,0,5,2,2,5,5,2,5,4,5,8,8,88,88,8,8,88,88,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,6,6,6,3,6,6,4,4,3,4,4,3,66,6,66,8,1,4,6,6,5,8,1,2,2,2,1,2,2,2,2,1,2,1,1,1,1,2,1954,2,2,13,1,1,6,8,1,1980,6,"assistant","judge","senate",6,2,4,3,4,3,4,4,3,4,5,4,4,5,4,4,4,3,4,4,4,4,5,5,2,3,5,4,6,5,100,30,0,5,2,2,0,2,1,1,2,3,1,65,2,6,1,0,0,0,.5,1,0,1,.5,3,6,4,6,3,6,1,3,0,0,1,9,1,0,0,0,0,12,1,0,0,0,0,0,1,1,1
